WKT,municipio_colonia
"MULTIPOLYGON (((-109.564259683382 31.3335246015908,-109.564320893019 31.3332602844258,-109.564488691762 31.3325356858654,-109.564728517188 31.3315009396417,-109.564976914945 31.3304273436247,-109.565189469029 31.3295094185832,-109.565439690792 31.3284287638592,-109.56550385886 31.3281516587587,-109.56555114565 31.3279474526129,-109.565663294425 31.3274631071315,-109.565887753818 31.3264936977437,-109.566146180576 31.3254510583357,-109.566369466525 31.3245501719727,-109.566625817176 31.3235220028305,-109.5668864165 31.3224773614081,-109.567171226516 31.3224649136152,-109.568020396367 31.3224229504382,-109.569126643305 31.3223730559625,-109.569034952237 31.3218364425091,-109.56896178744 31.3212785994972,-109.569995193472 31.3212499731258,-109.570936663169 31.3212259927673,-109.571217502698 31.3212161839173,-109.571738556638 31.3223905523087,-109.572557498705 31.3224007761216,-109.573139297357 31.3234522441546,-109.573064299553 31.3240013694112,-109.57316479891 31.3243905651257,-109.573282000574 31.3243963544345,-109.574975918825 31.3244352638878,-109.575015180964 31.324436165706,-109.57709785424 31.3245014308939,-109.577348729875 31.3245071740787,-109.577322296639 31.3260691760806,-109.577297140457 31.3279015633087,-109.577283383136 31.3283684259621,-109.574009840267 31.3283435069333,-109.574549560223 31.331017121459,-109.575893429132 31.3309944429065,-109.577007487124 31.330985318485,-109.577018977118 31.3319788488132,-109.577043882899 31.3335175412684,-109.564259683382 31.3335246015908)))","Agua Prieta, Ferrocarril"
"MULTIPOLYGON (((-109.588084261519 31.319231926714,-109.588068835335 31.3189426127208,-109.588077635974 31.317640460705,-109.588575974694 31.317620424092,-109.588621601107 31.3175079863616,-109.588621713627 31.3172816057385,-109.588621904355 31.3168967629866,-109.588622135332 31.3164310850455,-109.588622340392 31.3160170520717,-109.588622521724 31.3156501810994,-109.588620097168 31.3155324486356,-109.588624513167 31.3152324727923,-109.589574354258 31.315094755851,-109.59077391887 31.3149208196732,-109.590842130895 31.3154938282024,-109.590896068377 31.3159890198968,-109.591251763353 31.3193282021104,-109.591118041987 31.3200200133268,-109.588084261519 31.319231926714)))","Agua Prieta, Fraccionamiento Los Valles"
"MULTIPOLYGON (((-109.512895827086 31.3257384254905,-109.51278283514 31.3246574606732,-109.512694696066 31.3238108834646,-109.512459556944 31.3215573283762,-109.516493522776 31.3215457862264,-109.516904256709 31.3215452296682,-109.517323230971 31.3215446599269,-109.517610095992 31.3215442699842,-109.517649376169 31.3215442164174,-109.517935180669 31.3215438260015,-109.518210134592 31.3215434506343,-109.518506846315 31.3215430447496,-109.518897974601 31.3215425081731,-109.518899635608 31.3215640586227,-109.518908502043 31.3216794863823,-109.518936691212 31.3220447483481,-109.51894476646 31.3221494943457,-109.51895666565 31.322303854313,-109.518984003147 31.3226284162867,-109.519003461658 31.3228103482262,-109.519044294923 31.3231693665106,-109.519100551392 31.3236557628481,-109.519783718059 31.323664387486,-109.519827520795 31.3241360640534,-109.519877076691 31.3246279067697,-109.519911966118 31.3251981323204,-109.519937590566 31.3257500659518,-109.51930862469 31.3257581401592,-109.517488406846 31.3257853163026,-109.516816500516 31.3257775538372,-109.51624022289 31.3257669067236,-109.515818430234 31.3257559202604,-109.515432879 31.3257606600192,-109.514965719862 31.3257537651201,-109.51359629383 31.3257425521168,-109.512895827086 31.3257384254905)))","Agua Prieta, Ibarrola"
"MULTIPOLYGON (((-109.555368414178 31.320577677621,-109.554356281372 31.3206325702796,-109.553372447102 31.3206478702663,-109.552357416824 31.3206371486384,-109.551309520853 31.3206174773224,-109.550316046891 31.3206312512933,-109.549227305808 31.3206495873585,-109.548734291913 31.3206423367271,-109.548241278351 31.3206350720332,-109.548192424618 31.3202122037247,-109.548153801196 31.3198778829115,-109.548119104475 31.3195775445712,-109.549571691783 31.3195798342114,-109.549972047593 31.3195804616569,-109.550538133735 31.319586855274,-109.551173611599 31.3195940291351,-109.55228027314 31.3196323266061,-109.552042456747 31.317616696669,-109.553029378673 31.3176200482509,-109.554035269026 31.3175950799951,-109.555056174206 31.317594137584,-109.554949646871 31.31657620939,-109.554899114793 31.3160933599281,-109.5548483789 31.3156085497447,-109.558780340314 31.3155927712023,-109.558948423149 31.3156123553503,-109.559008022693 31.3165153690559,-109.559122910337 31.3175218681801,-109.559233650177 31.3185131559381,-109.559347555097 31.3195327581229,-109.55946303661 31.3205664538042,-109.558418225386 31.3205540086412,-109.557400847062 31.3205732031041,-109.555368414178 31.320577677621)))","Agua Prieta, Industrial"
"MULTIPOLYGON (((-109.556477887733 31.321568914709,-109.555471037893 31.3215582380599,-109.555368414178 31.320577677621,-109.557400847062 31.3205732031041,-109.558418225386 31.3205540086412,-109.55946303661 31.3205664538042,-109.559567438003 31.3215009574082,-109.558511033777 31.3214894540908,-109.557497526382 31.3214780682679,-109.556477887733 31.321568914709)))","Agua Prieta, Infonavit"
"MULTIPOLYGON (((-109.54655781404 31.3335382833207,-109.546519250366 31.3333098893628,-109.546465887037 31.3325595081261,-109.546388611591 31.3315701822344,-109.546293987744 31.3305633722705,-109.546152507931 31.3295852382418,-109.546023125953 31.3285607631883,-109.54592179663 31.3275710219732,-109.545813832002 31.326559293546,-109.545704968187 31.3256085888977,-109.546586626983 31.3256042008337,-109.546644307779 31.3256039131416,-109.547650338103 31.3255988992066,-109.547544873306 31.324534345517,-109.547476248899 31.3238416408435,-109.547422632051 31.3233417244322,-109.547417935978 31.323297948277,-109.547339222414 31.3225640336657,-109.547236525705 31.3216065005239,-109.547183837515 31.3211152288372,-109.547133831253 31.3206489586054,-109.548241278351 31.3206350720332,-109.548734291913 31.3206423367271,-109.549227305808 31.3206495873585,-109.550316046891 31.3206312512933,-109.551309520853 31.3206174773224,-109.552357416824 31.3206371486384,-109.553372447102 31.3206478702663,-109.554356281372 31.3206325702796,-109.555368414178 31.320577677621,-109.555471037893 31.3215582380599,-109.556477887733 31.321568914709,-109.556518507795 31.3219677351437,-109.556576286156 31.3225544686352,-109.556680478544 31.3235391360883,-109.556787900008 31.3245543116705,-109.556892030577 31.325538356071,-109.556998144226 31.3265411383259,-109.557104321174 31.3275444935675,-109.557204012124 31.328486535324,-109.556160531059 31.3284900119705,-109.556109803443 31.3284901806554,-109.555165245881 31.3284933194487,-109.555123908745 31.3284934568433,-109.55413801493 31.3284967253719,-109.554234641202 31.3295092519835,-109.554276022257 31.3300478257072,-109.554323898581 31.3305192738219,-109.554417518632 31.3315367882113,-109.554509517569 31.3325167567973,-109.554577378723 31.3332772230378,-109.554600758455 31.3335316045876,-109.548474899574 31.3335366651057,-109.54655781404 31.3335382833207)))","Agua Prieta, Infonavit 1"
"MULTIPOLYGON (((-109.513308527079 31.3296937723077,-109.513257735984 31.3291676599428,-109.513210767434 31.3287383122909,-109.513156671632 31.32823815541,-109.513101933528 31.3277135951192,-109.513046809339 31.3271853306907,-109.512895827086 31.3257384254905,-109.51359629383 31.3257425521168,-109.514965719862 31.3257537651201,-109.515432879 31.3257606600192,-109.515818430234 31.3257559202604,-109.51624022289 31.3257669067236,-109.516816500516 31.3257775538372,-109.517488406846 31.3257853163026,-109.51930862469 31.3257581401592,-109.519937590566 31.3257500659518,-109.519989574968 31.3261899891048,-109.520024162037 31.3266932845853,-109.520067355073 31.3271737049041,-109.520152759539 31.3276594666347,-109.519449501389 31.3276565857936,-109.518713195631 31.3276332840527,-109.518142870071 31.3276740102067,-109.517574990786 31.3276674529709,-109.516931140276 31.3276762663519,-109.516981985336 31.3282965601059,-109.517013670208 31.3285489731588,-109.516619407947 31.32855845443,-109.516361541746 31.3285653079016,-109.516382469376 31.3293846843224,-109.516379914329 31.3296977859701,-109.516267210915 31.329697640314,-109.515333687415 31.3296964248991,-109.514813494482 31.3296957453705,-109.514422296541 31.3296952820742,-109.513308527079 31.3296937723077)))","Agua Prieta, Infonavit Alamito"
"MULTIPOLYGON (((-109.547133831253 31.3206489586054,-109.546639964229 31.3206509562863,-109.546104514277 31.3206602105553,-109.545578913751 31.3206698185144,-109.545069294473 31.3206791180246,-109.544930186084 31.319598904145,-109.544841454635 31.3186804231969,-109.544785516269 31.3181696722657,-109.544615101732 31.3176647638366,-109.5458667043 31.3176590728539,-109.546153172817 31.3176577688549,-109.546320671868 31.3176570060382,-109.546832477374 31.3176546762385,-109.547377612423 31.3176056007536,-109.547886548615 31.3175942867341,-109.548355582654 31.3175968706339,-109.548892754518 31.3176029442513,-109.54986729916 31.3176124611317,-109.550427867712 31.3175983233576,-109.550965039575 31.3176043885172,-109.552042456747 31.317616696669,-109.55228027314 31.3196323266061,-109.551173611599 31.3195940291351,-109.550538133735 31.319586855274,-109.549972047593 31.3195804616569,-109.549571691783 31.3195798342114,-109.548119104475 31.3195775445712,-109.548153801196 31.3198778829115,-109.548192424618 31.3202122037247,-109.548241278351 31.3206350720332,-109.547133831253 31.3206489586054)))","Agua Prieta, Infonavit Industrial"
"MULTIPOLYGON (((-109.543156059132 31.3004071855502,-109.54315021066 31.3001001989031,-109.54314876916 31.2997119140631,-109.5431428125 31.2993961031121,-109.543136786101 31.2990895447602,-109.543141144725 31.2988162532944,-109.543132438021 31.2985715074151,-109.544903109568 31.2984897108321,-109.544930506934 31.2987798756302,-109.544957903384 31.2990700402526,-109.544987961912 31.2993770101448,-109.545018019544 31.2996839798344,-109.545054473972 31.3000562679717,-109.54508708195 31.3003892712069,-109.543156059132 31.3004071855502)))","Agua Prieta, Jardines del Bachicuy"
"MULTIPOLYGON (((-109.5668864165 31.3224773614081,-109.56718170532 31.3212910178155,-109.567241619157 31.3210503065717,-109.56738812349 31.3204551003154,-109.567597067811 31.3196062046925,-109.567769710136 31.3189045919293,-109.567998317758 31.3179754790475,-109.568103121308 31.3175501495141,-109.568229484952 31.317063614335,-109.568245057854 31.3170036352718,-109.568329478613 31.3166785759818,-109.568526112689 31.3157669753093,-109.568595805015 31.3154280432752,-109.568752437207 31.3146662808102,-109.569702104616 31.3145173217151,-109.57232914985 31.313977435113,-109.576105366032 31.3130541247099,-109.576818124326 31.312980107801,-109.57752167564 31.3131586107762,-109.578552020429 31.3133474291155,-109.579688665745 31.3133378328503,-109.580387610992 31.3132346850384,-109.58108570345 31.3135658932723,-109.581080357793 31.3162809472141,-109.580999708337 31.3170412763767,-109.575363703776 31.3171912969057,-109.575062424612 31.3170621522901,-109.572082363327 31.317152518323,-109.572508276384 31.3186726941118,-109.573536824653 31.3202745047568,-109.571913872143 31.3203932765262,-109.572080024539 31.3208245504141,-109.572557498705 31.3224007761216,-109.571738556638 31.3223905523087,-109.571217502698 31.3212161839173,-109.570936663169 31.3212259927673,-109.569995193472 31.3212499731258,-109.56896178744 31.3212785994972,-109.569034952237 31.3218364425091,-109.569126643305 31.3223730559625,-109.568020396367 31.3224229504382,-109.567171226516 31.3224649136152,-109.5668864165 31.3224773614081)))","Agua Prieta, Jesus Garcia"
"MULTIPOLYGON (((-109.513495876393 31.3316181376983,-109.513452433765 31.3311714138489,-109.51336048144 31.3302250403191,-109.513350429503 31.3301214604444,-109.513308527079 31.3296937723077,-109.514422296541 31.3296952820742,-109.514813494482 31.3296957453705,-109.515333687415 31.3296964248991,-109.516267210915 31.329697640314,-109.516379914329 31.3296977859701,-109.517104919983 31.3296987248223,-109.517247536232 31.3316490918945,-109.516243589107 31.3316219905116,-109.515931836213 31.3316128121064,-109.515525361829 31.3316008349052,-109.514332268432 31.3316273995977,-109.513938265656 31.331623033629,-109.513495876393 31.3316181376983)))","Agua Prieta, La Mesa"
"MULTIPOLYGON (((-109.583526823293 31.3207403270411,-109.580708333176 31.320320000528,-109.580809190201 31.3201044170676,-109.580837403158 31.3198065974756,-109.58095501709 31.3187019108903,-109.583876666785 31.3186116683061,-109.585044269191 31.3186009587489,-109.588084261519 31.319231926714,-109.591118041987 31.3200200133268,-109.590383437211 31.3222174574212,-109.583526823293 31.3207403270411)))","Agua Prieta, La Paloma"
"MULTIPOLYGON (((-109.567617223903 31.3074126779483,-109.56813190128 31.3077219060405,-109.568195626682 31.3077678667993,-109.569101249711 31.3084225983259,-109.569750819713 31.309013184201,-109.570847517978 31.3090731047006,-109.571949440196 31.3091333127283,-109.571944033275 31.3091886955397,-109.571943254015 31.3092124679227,-109.571905848146 31.3103538645001,-109.571887055922 31.3109272861604,-109.57232914985 31.313977435113,-109.569702104616 31.3145173217151,-109.568752437207 31.3146662808102,-109.568595805015 31.3154280432752,-109.568526112689 31.3157669753093,-109.568202278074 31.3155691544914,-109.568221324883 31.3152387131995,-109.5672007838 31.3141398502215,-109.567143024839 31.3135822050739,-109.567031758227 31.313136100965,-109.567017302407 31.3130781441634,-109.567065582308 31.3130154725034,-109.567139170395 31.3122557170713,-109.567195944863 31.3116805821576,-109.567198662652 31.3116530460528,-109.567247218068 31.311161162173,-109.567300976545 31.3106165657506,-109.567335101794 31.3102708566082,-109.567386585117 31.3097492991715,-109.567434003661 31.309268902734,-109.567473856887 31.3088651555029,-109.567608993331 31.3074960671353,-109.567617223903 31.3074126779483)))","Agua Prieta, Ladrillera"
"MULTIPOLYGON (((-109.563416491345 31.3055744901372,-109.563190641581 31.3054786625941,-109.562917543155 31.3052450531023,-109.562648039222 31.3048292295259,-109.562657085532 31.3047907980956,-109.562693593457 31.3047436430949,-109.562659659154 31.3036459447108,-109.562630035872 31.3032942938374,-109.562592721336 31.3029763857658,-109.562509842193 31.3026674456357,-109.562470333087 31.3022715678673,-109.562401962575 31.3015432461514,-109.562363568699 31.3011804325082,-109.562332589255 31.30088768157,-109.562327269052 31.3005367972887,-109.562277895097 31.3001860377538,-109.562216511576 31.2997857532849,-109.562185381428 31.2994671661947,-109.56215549044 31.2990534464745,-109.56212882122 31.2987399594342,-109.56210700413 31.298339066209,-109.562093757382 31.2980218159755,-109.562062426532 31.2976291850307,-109.562057116851 31.2973649366038,-109.562041024035 31.2964802958657,-109.56202048672 31.2961072186913,-109.56373600528 31.2960938293671,-109.564715429957 31.2960721930574,-109.565128076838 31.2967637305128,-109.57113893561 31.2968612174269,-109.571142046965 31.2978473202037,-109.571137183796 31.298210399222,-109.571144501619 31.2986162943415,-109.571169105366 31.2989371839496,-109.571198081028 31.2993150867252,-109.571165880063 31.2997452481473,-109.571135698666 31.3001484156354,-109.571100450336 31.3006192717015,-109.57106735312 31.3010263987325,-109.573789466086 31.3013030712916,-109.579607259526 31.3021253055583,-109.579707471531 31.3048744856144,-109.572252414507 31.3047072962213,-109.572191402003 31.3058535760237,-109.572229479547 31.3060391442238,-109.572015486469 31.3068262471893,-109.571479267694 31.306517198592,-109.571110876591 31.3064055536711,-109.570599010033 31.3063822400488,-109.57045316038 31.306335895787,-109.569818853935 31.3062467237025,-109.569571384748 31.3062439677122,-109.56905411886 31.3061727442621,-109.56825040399 31.3061809453033,-109.567800241942 31.3061904143711,-109.567468846082 31.3061577384331,-109.567088076196 31.3060424022846,-109.566741271332 31.3059129548902,-109.566512714085 31.305902508318,-109.566424615738 31.3058357643958,-109.566117109277 31.3057115838012,-109.565837649241 31.305685520702,-109.565489805639 31.3056248840322,-109.565338736443 31.3056517730028,-109.564985205476 31.305629424442,-109.564702626361 31.3056574637166,-109.564340343679 31.3056278146382,-109.564030851889 31.3056810761341,-109.56392478069 31.3056608097495,-109.563866592804 31.3055608403158,-109.563588087651 31.3055964806906,-109.563416491345 31.3055744901372)))","Agua Prieta, Ladrillera Ll"
